评论ID,国家,原始评论,分词后评论
f839a180cb654023,中国,"以十年全本为基础的总集，在Final Season, Final Chapters ,Part 1,Part2之后的最终的最终。世界摆脱了巨人的统治，但没有摆脱战争。态度再明确不过了吧。彩蛋的官方吐槽最为致命，观众真难伺候，留白不懂欣赏，直白又不合心意。","以 十年 全本 为 基础 的 总集 ， 在 Final   Season ,   Final   Chapters   , Part   1 , Part2 之后 的 最终 的 最终 。 世界 摆脱 了 巨人 的 统治 ， 但 没有 摆脱 战争 。 态度 再 明确 不过 了 吧 。 彩蛋 的 官方 吐槽 最为 致命 ， 观众 真 难 伺候 ， 留白 不 懂 欣赏 ， 直白 又 不合 心意 。"
d4852dfd022e444f,中国,十周年场 一个彩蛋值回一张电影票,十周年 场   一个 彩蛋 值回 一张 电影票
0f850db062b04065,中国,彩蛋也好好看,彩蛋 也好 好看
44cb1af0947848a3,中国,人类不是因为艾尔迪亚人存在才会互相残杀，而是因为人类天生就会制造敌人。 艾伦杀了80%的人，以为帕拉迪岛能获得自由，但20年后战争还是爆发了，帕拉迪岛依旧被夷为平地。世界的仇恨不会因为消灭一部分人就消失，它只会换个形式再回来。人类的问题从来不是「谁活着」，而是「如何活着」。 真想大喊「人类灭绝是必然的你少管！！」 看到最后又无可避免地流泪。人类还蛮可怜的，脆弱，仓皇，有所求，急迫，不得满足，像一群四处寻找庇护的、饥寒恐惧的羊。但人又是那样执拗，在一艘漏水的船上，肉眼可见愈来愈多的缝隙，明知是徒劳，可还是要尽自己所能去舀，用尽所有身躯去堵，和《卡拉马佐夫兄弟》里说的那样，「就是想活下去，我愣是活着，哪怕不合逻辑。」 我们人类自愿灭绝派早就看清了，不生孩子屁事没有，少生一个孩子就是挽救一条生命！,人类 不是 因为 艾尔迪亚人 存在 才 会 互相残杀 ， 而是 因为 人类 天生 就 会 制造 敌人 。   艾伦 杀 了 80% 的 人 ， 以为 帕拉迪 岛能 获得 自由 ， 但 20 年 后 战争 还是 爆发 了 ， 帕拉迪 岛 依旧 被 夷为平地 。 世界 的 仇恨 不会 因为 消灭 一部分 人 就 消失 ， 它 只会 换个 形式 再 回来 。 人类 的 问题 从来不 是 「 谁 活着 」 ， 而是 「 如何 活着 」 。   真想 大喊 「 人类 灭绝 是 必然 的 你 少管 ！ ！ 」   看到 最后 又 无可避免 地 流泪 。 人类 还 蛮 可怜 的 ， 脆弱 ， 仓皇 ， 有 所求 ， 急迫 ， 不得 满足 ， 像 一群 四处寻找 庇护 的 、 饥寒 恐惧 的 羊 。 但 人 又 是 那样 执拗 ， 在 一艘 漏水 的 船上 ， 肉眼 可见 愈来愈多 的 缝隙 ， 明知 是 徒劳 ， 可 还是 要 尽 自己 所能 去 舀 ， 用尽 所有 身躯 去 堵 ， 和 《 卡拉 马佐夫 兄弟 》 里 说 的 那样 ， 「 就是 想 活下去 ， 我 愣 是 活着 ， 哪怕 不合逻辑 。 」   我们 人类 自愿 灭绝 派 早就 看清 了 ， 不生 孩子 屁事 没有 ， 少生 一个 孩子 就是 挽救 一条 生命 ！
f43e7fddbbb94245,中国,全影院上下哭成一片，我单方面宣布和谏山创和解。艾伦绝非小丑，巨人也不是我曾以为的历史循环论拥趸！只是可惜了国内的巨人粉们和粉转路转黑们，如果大家都能在影院里迎接这场迟来的和解该多好。,全 影院 上下 哭 成 一片 ， 我 单方面 宣布 和 谏 山创 和解 。 艾伦 绝非 小丑 ， 巨人 也 不是 我 曾 以为 的 历史 循环论 拥 趸 ！ 只是 可惜 了 国内 的 巨人 粉们 和 粉 转路 转 黑们 ， 如果 大家 都 能 在 影院 里 迎接 这场 迟来 的 和解 该 多 好 。
1f5a51f4a8124f7c,中国,2分完全是给作画和分镜，也感谢动画组保留了 最后帕岛被夷为平地的结局，没看过漫画，但知道这个结局才看到的，PS没想到三立还结婚了，真的是跳梁小丑的剧情，没梗硬编后面的反转，如果在第三季结局就留白还好，非要填坑强行反转。最后恭喜阿尔敏获得绿卡,2 分 完全 是 给 作画 和 分镜 ， 也 感谢 动画 组 保留 了   最后 帕岛 被 夷为平地 的 结局 ， 没 看过 漫画 ， 但 知道 这个 结局 才 看到 的 ， PS 没想到 三立 还 结婚 了 ， 真的 是 跳梁小丑 的 剧情 ， 没梗硬编 后面 的 反转 ， 如果 在 第三季 结局 就 留白 还好 ， 非要 填坑 强行 反转 。 最后 恭喜 阿尔敏 获得 绿卡
0990f0723b8b4e4e,中国,真的看哭了 也是我的11年啊。。最后的彩蛋好棒呜呜呜,真的 看 哭 了   也 是 我 的 11 年 啊 。 。 最后 的 彩蛋 好棒 呜呜 呜
e3ce7cc503384a58,中国,"依然忘不了那个海以及团长那点私心。作为一个历史专业的人，永远都会有一个疑问,老师！墙的另外一边究竟是什么呢？现实与历史在漫画中交错，一部极其优秀的漫画，即使收尾有些仓促。 エルン～海だ！","依然 忘不了 那个 海 以及 团长 那点 私心 。 作为 一个 历史 专业 的 人 ， 永远 都 会 有 一个 疑问 , 老师 ！ 墙 的 另外 一边 究竟 是 什么 呢 ？ 现实 与 历史 在 漫画 中 交错 ， 一部 极其 优秀 的 漫画 ， 即使 收尾 有些 仓促 。   エ ル ン ～ 海 だ ！"
ce33023fcbd14dc3,中国,2025.3.13【MCL德福戲院】,2025.3 . 13 【 MCL 德福 戲院 】
d232de2f235d4488,中国,彩蛋有意思,彩蛋 有意思
70722fe9bba84b66,中国,在电影院里哭成狗。抽到想要的特典心里又美滋滋??,在 电影院 里 哭 成狗 。 抽到 想要 的 特典 心里 又 美滋滋 ??
a5a0798896f54a14,中国,《进击的巨人》的结局以悲剧性的方式结束，但它通过探索战争、自由、牺牲等复杂主题，为观众提供了深刻反思空间。尽管争议不断，这一结局无疑是近年来最具影响力和讨论度的一部动画作品。 主角们承认自己的失败及其计划的不完美，反而增强了故事的人性深度～,《 进击 的 巨人 》 的 结局 以 悲剧性 的 方式 结束 ， 但 它 通过 探索 战争 、 自由 、 牺牲 等 复杂 主题 ， 为 观众 提供 了 深刻反思 空间 。 尽管 争议 不断 ， 这一 结局 无疑 是 近年来 最具 影响力 和 讨论 度 的 一部 动画 作品 。   主角 们 承认 自己 的 失败 及其 计划 的 不 完美 ， 反而 增强 了 故事 的 人性 深度 ～
f12180fc78644afc,中国,完结撒花，从微小的故事中，切入和探讨大的问题，能够通过动画作品去表达和呈现关于战争的主题，看到人物在其中所坚守的信念，所做出的抉择，在音乐响起时，能够被燃到，动漫的魅力在此刻彰显,完结 撒花 ， 从 微小 的 故事 中 ， 切入 和 探讨 大 的 问题 ， 能够 通过 动画 作品 去 表达 和 呈现 关于 战争 的 主题 ， 看到 人物 在 其中 所 坚守 的 信念 ， 所 做出 的 抉择 ， 在 音乐 响起 时 ， 能够 被 燃到 ， 动漫 的 魅力 在 此刻 彰显
573162a1b95a4f49,中国,看得想死,看得 想 死
2b6c7e4b9fd7447a,中国,不是我有点受不了了进电影院发现就是前后篇拼在一起 崩溃了 直接转战隔壁影厅,不是 我 有点 受不了 了 进 电影院 发现 就是 前后 篇 拼在一起   崩溃 了   直接 转战 隔壁 影厅
52e2c247e6014121,中国,百年后他们会再遇见,百年 后 他们 会 再 遇见
37cd4fac7d224b14,中国,仙台TOHO。两个半小时静静地感受地鸣，战争，和平。韩吉的赴死看多少遍都会流泪。みんなみてるかな？这就是大家献出的心脏吧？电影院里始终有静静的抽泣声。承载了我十年的青春的作品，最后在电影院看完感慨万千……平行世界会是幸福的吧,仙台 TOHO 。 两个 半小时 静静地 感受 地鸣 ， 战争 ， 和平 。 韩吉 的 赴死 看 多少 遍 都 会 流泪 。 み ん な み て る か な ？ 这 就是 大家 献出 的 心脏 吧 ？ 电影院 里 始终 有 静静的 抽泣声 。 承载 了 我 十年 的 青春 的 作品 ， 最后 在 电影院 看 完 感慨万千 … … 平行 世界 会 是 幸福 的 吧
a4200745cb654201,中国,再看一遍，哎，完美~,再 看一遍 ， 哎 ， 完美 ~
f4e4a0029e2349b5,中国,就看了最后三分钟的彩蛋,就 看 了 最后 三分钟 的 彩蛋
49384690d4234698,中国,Epic. Japanese Grotesque/Sublime,Epic .   Japanese   Grotesque / Sublime
cd4fabc85017415b,中国,神剧 对复杂人性的深刻解读,神剧   对 复杂 人性 的 深刻 解读
cfab366f0d834b35,中国,只能说很难评,只能 说 很 难评
9fd6a02f65894a5d,中国,虽然艾伦以自己的死结束了巨人之力，但是世界的战争却并未因此而结束。现实世界何尝不是如此？但是只要有爱与信任，世界向着美好的方向发展也并非不可能。巨人无论看多少遍都是经典神番，艾伦与阿尔敏、三笠之间的友情永恒不灭。,虽然 艾伦 以 自己 的 死 结束 了 巨人 之力 ， 但是 世界 的 战争 却 并未 因此 而 结束 。 现实 世界 何尝 不是 如此 ？ 但是 只要 有 爱 与 信任 ， 世界 向着 美好 的 方向 发展 也 并非 不 可能 。 巨人 无论 看 多少 遍 都 是 经典 神番 ， 艾伦 与 阿尔敏 、 三笠 之间 的 友情 永恒 不 灭 。
5a24cd98493d4231,中国,MD 为什么烂尾？不然就是我2024年唯一一部全五星了！全十星我也愿意！最后十分钟莫名其妙啊我去！艾伦的终结戛然而止，怎么对得起所有那些壮烈牺牲。我对三笠与艾伦最终对峙的期待，如同等待整个宇宙覆灭人神共损只留唯一不变的那条真理，居然啥也没有，回归日式温情小清新，赔我的眼泪！最终仍是对人类悲观。人类愚蠢循环往复。我同意。PS：我不确定《哪吒2》在多伦多有多火，我只知道这部电影买不到票，所有场次都没票。今天多伦多下瓢泼大雪，开场前半小时有人退票，我才买到一张。坐我右边那位姑娘，泪流不止。,MD   为什么 烂尾 ？ 不然 就是 我 2024 年 唯一 一部 全 五星 了 ！ 全十星 我 也 愿意 ！ 最后 十分钟 莫名其妙 啊 我 去 ！ 艾伦 的 终结 戛然而止 ， 怎么 对得起 所有 那些 壮烈牺牲 。 我 对 三笠 与 艾伦 最终 对峙 的 期待 ， 如同 等待 整个 宇宙 覆灭 人神共损 只 留 唯一 不变 的 那条 真理 ， 居然 啥 也 没有 ， 回归 日式 温情 小 清新 ， 赔 我 的 眼泪 ！ 最终 仍 是 对 人类 悲观 。 人类 愚蠢 循环往复 。 我 同意 。 PS ： 我 不 确定 《 哪吒 2 》 在 多伦多 有多火 ， 我 只 知道 这部 电影 买不到 票 ， 所有 场次 都 没票 。 今天 多伦多 下 瓢泼 大雪 ， 开场 前 半小时 有人 退票 ， 我 才 买 到 一张 。 坐 我 右边 那位 姑娘 ， 泪流 不止 。
b73e6c45ef3e42e7,中国,8.0/10，进击的巨人最终季完结篇前篇+后篇+小彩蛋。,8.0 / 10 ， 进击 的 巨人 最终 季 完结篇 前篇 + 后篇 + 小 彩蛋 。
1942758ff2c84386,中国,彩蛋还挺有意思的。,彩蛋 还 挺 有意思 的 。
fb28af55934245e4,中国,只是不断在接球投球，其中没有任何意义，但是只是这样，就已经让我很满足了，我会想我是为了投球而出生的。 下雨天看书的时候，看松鼠吃掉我给的树果的时候，大家一起逛市场的时候，这些平凡的时刻对我非常重要...那一天风非常暖和，光是跑着就很舒服，看着枯叶漫天飞舞，那时不知为何我突然觉得，我是为了和他们一起赛跑，才出生在这个世界上的...,只是 不断 在 接球 投球 ， 其中 没有 任何 意义 ， 但是 只是 这样 ， 就 已经 让 我 很 满足 了 ， 我会 想 我 是 为了 投球 而 出生 的 。   下雨天 看书 的 时候 ， 看 松鼠 吃掉 我 给 的 树果 的 时候 ， 大家 一起 逛 市场 的 时候 ， 这些 平凡 的 时刻 对 我 非常 重要 ... 那 一天 风 非常 暖和 ， 光是 跑 着 就 很 舒服 ， 看着 枯叶 漫天 飞舞 ， 那时 不知 为何 我 突然 觉得 ， 我 是 为了 和 他们 一起 赛跑 ， 才 出生 在 这个 世界 上 的 ...
72f1670132614517,中国,9.3,9.3
801ad3cad9f242f9,中国,二月二十四日 震撼,二月 二十四日   震撼
1553b5d31ef94395,中国,#TOHOすすきの 妈的，看过再看还是说不出话来。,# TOHO す す き の   妈 的 ， 看过 再 看 还是 说不出 话 来 。
562fcfcb9561407b,中国,等了十年。人生有几个十年？青春的电影，大师远去。我们也将远去。,等 了 十年 。 人生 有 几个 十年 ？ 青春 的 电影 ， 大师 远去 。 我们 也 将 远去 。
817820468d704829,中国,在弗里茨王和艾伦之间，还有韩吉。如何成为像韩吉那样既不投降、也不疯狂，坚守正义的人，是我们每个人看完《进击的巨人》后都要不断思考的事。,在 弗里茨 王 和 艾伦 之间 ， 还有 韩吉 。 如何 成为 像 韩吉 那样 既 不 投降 、 也 不 疯狂 ， 坚守 正义 的 人 ， 是 我们 每个 人 看 完 《 进击 的 巨人 》 后 都 要 不断 思考 的 事 。
57d378004bac4e3d,中国,4DX看的，被打得很惨，喷水喷风又喷烟w 看了豆瓣记录看到第三季结束 最终篇也看了后来又有最终完结篇前后没看。记忆缺失也很大，总之想知道个结尾。感觉还不错，血腥刺激反省反思固执，反正人和飞蛾扑火一样就是过程长一点罢了。,4DX 看 的 ， 被 打 得 很惨 ， 喷水 喷风 又 喷烟 w   看 了 豆瓣 记录 看到 第三季 结束   最终 篇 也 看 了 后来 又 有 最终 完结篇 前后 没 看 。 记忆 缺失 也 很大 ， 总之 想 知道 个 结尾 。 感觉 还 不错 ， 血腥 刺激 反省 反思 固执 ， 反正 人 和 飞蛾扑火 一样 就是 过程 长 一点 罢了 。
51dbe150df4a4345,中国,动画版最终章的集合,动画版 最终 章 的 集合
3d3f2805f1b34a85,中国,伟大的作品 没有烂尾 满是震撼,伟大 的 作品   没有 烂尾   满是 震撼
59698df4f0264d5d,中国,地鸣之后的导演剪辑版。结尾还有全新彩蛋，挺有意思的,地鸣 之后 的 导演 剪辑版 。 结尾 还有 全新 彩蛋 ， 挺 有意思 的
ab908c0c3de34f1f,中国,我大概是唯一一个不喜欢最后彩蛋的人，某种很生硬的安慰。@アポロシネマ,我 大概 是 唯一 一个 不 喜欢 最后 彩蛋 的 人 ， 某种 很 生硬 的 安慰 。 @ ア ポ ロ シ ネ マ
adb6a30fff1045b7,中国,人生没有什么意义的，最终只是实现自我的内心满足。改变不了世界，还是自我麻痹吧。,人生 没有 什么 意义 的 ， 最终 只是 实现 自我 的 内心 满足 。 改变 不了 世界 ， 还是 自我 麻痹 吧 。
1a8005229be34168,中国,仍然很喜欢阿尔敏,仍然 很 喜欢 阿尔敏
87fc977119e1448e,中国,2025/2/10 @Riverport 深夜影院～,2025 / 2 / 10   @ Riverport   深夜 影院 ～
98b641569c6948b5,中国,艾伦，回到山坡上那棵树下吧……不管哪个世界，哪个时空，哪个梦里，都把自由当作最终一个词，Born free.,艾伦 ， 回到 山坡 上 那棵 树下 吧 … … 不管 哪个 世界 ， 哪个 时空 ， 哪个 梦里 ， 都 把 自由 当作 最终 一个 词 ， Born   free .
f731f1deba0046e0,中国,爆哭～ 再看一遍还是爆哭～,爆哭 ～   再 看一遍 还是 爆哭 ～
9d94438c28444c22,中国,十年一梦，就算不是最好的结局我也接受,十年 一梦 ， 就算 不是 最好 的 结局 我 也 接受
a8e038ce45c04b7b,中国,"非常惊喜的总集篇。这下是不是真的再也没有巨人可以看了(╯︵╰,)","非常 惊喜 的 总集 篇 。 这下 是不是 真的 再也 没有 巨人 可以 看 了 ( ╯ ︵ ╰ , )"
1ca96729b3e64d65,中国,有10颗星都想点爆！谏人你也知道是十年啊！用掉3张餐巾纸：韩吉赴死、吉克“要是能早点这么想该有多好啊”、血海中拥抱的兄弟情、简单环境下长大的木讷纯情小两口……????????????????????,有 10 颗星 都 想点 爆 ！ 谏 人 你 也 知道 是 十年 啊 ！ 用 掉 3 张 餐巾纸 ： 韩吉 赴死 、 吉克 “ 要是 能 早点 这么 想 该 有 多 好 啊 ” 、 血海 中 拥抱 的 兄弟 情 、 简单 环境 下 长大 的 木讷 纯情 小两口 … … ?? ?? ?? ?? ?? ?? ?? ?? ?? ??
98a559d8ea0e458e,中国,在日本去电影院看了3遍 真的是真爱了,在 日本 去 电影院 看 了 3 遍   真的 是 真 爱 了
4872b88b0da144f9,中国,祝世界终有一天走出森林。最后彩蛋哭了，谏山创老师不仅自嘲了十多年创作等来的这个颇为争议的结局。让艾伦说了最艾伦的话，电影怎么样又怎么样呢，和你们一起看电影的时光很好，下次再约！,祝 世界 终 有 一天 走出 森林 。 最后 彩蛋 哭 了 ， 谏 山创 老师 不仅 自嘲 了 十多年 创作 等 来 的 这个 颇为 争议 的 结局 。 让 艾伦 说 了 最 艾伦 的话 ， 电影 怎么样 又 怎么样 呢 ， 和 你们 一起 看 电影 的 时光 很 好 ， 下次 再 约 ！
0da2609389a74d59,中国,果然地鸣就得在电影院看，不枉我加了三百块选了大屏和声临其境的音效，超震撼！！！！韩吉死的时候周围好多人都在抹眼泪，虽然大概剧情都看过，但是当下还是沉浸进去了，几度快要掉小珍珠，得亏我日语不太好，在边打架边嘶吼的时候根本听不清在说啥，这一点帮我克制住了我的眼泪，好评！特典抽到了アルミン，许愿成功！,果然 地鸣 就 得 在 电影院 看 ， 不枉 我加 了 三百块 选了 大屏 和 声临 其境 的 音效 ， 超 震撼 ！ ！ ！ ！ 韩吉死 的 时候 周围 好多 人 都 在 抹 眼泪 ， 虽然 大概 剧情 都 看过 ， 但是 当下 还是 沉浸 进去 了 ， 几度 快要 掉 小 珍珠 ， 得 亏 我 日语 不太好 ， 在 边 打架 边 嘶吼 的 时候 根本 听不清 在 说 啥 ， 这 一点 帮 我 克制 住 了 我 的 眼泪 ， 好评 ！ 特典 抽到 了 ア ル ミ ン ， 许愿 成功 ！
31971ba64abc4597,中国,还是很震撼,还是 很 震撼
b3d133d4e9a04384,中国,我喜欢是因为这片讲了一个生死与共的爱情故事，三笠和艾伦本就该过完平凡快乐的一生。但追求自由就要破墙复仇，复仇中又面临新的复仇，可能就是每个人一生永远突破不了的叹息之墙吧,我 喜欢 是因为 这片 讲 了 一个 生死与共 的 爱情故事 ， 三笠 和 艾伦 本 就 该 过 完 平凡 快乐 的 一生 。 但 追求 自由 就要 破墙 复仇 ， 复仇 中 又 面临 新 的 复仇 ， 可能 就是 每个 人 一生 永远 突破 不了 的 叹息 之墙 吧
9b49fbf211ee4995,中国,总集篇,总集 篇
ab7aec38e9ad49bd,中国,也许我们所有人都只是为了某一个瞬间而出生的。所以看啊，今天的天气多好啊，要是能早点这么想就好了。,也许 我们 所有人 都 只是 为了 某 一个 瞬间 而 出生 的 。 所以 看 啊 ， 今天 的 天气 多好 啊 ， 要是 能 早点 这么 想 就 好 了 。
fc4d7e70a21d4ded,中国,文戏太多,文戏 太 多
3e85a6c4b82841b7,中国,25.2.10 AMC Empire 25 也是CRiL正式成立的日子 新的人生阶段就此展开,25.2 . 10   AMC   Empire   25   也 是 CRiL 正式 成立 的 日子   新 的 人生 阶段 就此 展开
c4154f0478af4869,中国,这是将最终季的前篇和后篇合在一起，只需剪在一起，就是一部新的片子，强行多刷一部，简直经济学大师。看过前后篇的可以不看了。,这 是 将 最终 季 的 前 篇 和 后 篇 合在一起 ， 只 需 剪 在 一起 ， 就是 一部 新 的 片子 ， 强行 多刷 一部 ， 简直 经济学 大师 。 看过 前后 篇 的 可以 不看 了 。
243cbcb7e3c44001,中国,走出电影院之后长舒一口气，虽然在家里已经看过一遍了，但这时候才有种真正完结了的感觉。 还记得初中的暑假用家里那台打LOL只有40帧的电脑第一次点开巨人的时候，真的非常惊艳。等到了开学发现好像所有人都在看巨人。 到了高中每周末和朋友去网吧，打完LOL之后看更新的巨人第二季。 大学的时候在寝室看完第三季兵长砍猴和白夜，兴奋地和室友说到半夜。 之后疫情在家，白天看看巨人最终季和其他电影，晚上和朋友边打游戏边聊。 直到几个月前窝在日本的小屋里，看完了巨人完结篇。 而现在，在看完电影之后，我回到家还是和朋友一起玩云顶之弈。 十一年，我的生活好像经历了天翻地覆的变化，又好像什么都没有变。很喜欢片尾彩蛋的部分，希望在接下来的十年，还能和大家一起再看到一些如此精彩完整的作品。 那真是太幸福了！,走出 电影院 之后 长舒 一口气 ， 虽然 在 家里 已经 看过 一遍 了 ， 但 这时候 才 有种 真正 完结 了 的 感觉 。   还 记得 初中 的 暑假 用 家里 那台 打 LOL 只有 40 帧 的 电脑 第一次 点开 巨人 的 时候 ， 真的 非常 惊艳 。 等到 了 开学 发现 好像 所有人 都 在 看 巨人 。   到 了 高中 每 周末 和 朋友 去 网吧 ， 打完 LOL 之后 看 更新 的 巨人 第二季 。   大学 的 时候 在 寝室 看 完 第三季 兵长 砍 猴 和 白夜 ， 兴奋 地 和 室友 说 到 半夜 。   之后 疫情 在家 ， 白天 看看 巨人 最终 季 和 其他 电影 ， 晚上 和 朋友 边 打游戏 边聊 。   直到 几个 月 前 窝 在 日本 的 小 屋里 ， 看 完 了 巨人 完结篇 。   而 现在 ， 在 看 完 电影 之后 ， 我 回到 家 还是 和 朋友 一起 玩 云顶 之弈 。   十一年 ， 我 的 生活 好像 经历 了 天翻地覆 的 变化 ， 又 好像 什么 都 没有 变 。 很 喜欢 片尾 彩蛋 的 部分 ， 希望 在 接下来 的 十年 ， 还 能 和 大家 一起 再 看到 一些 如此 精彩 完整 的 作品 。   那 真是太 幸福 了 ！
0183923b4971434d,中国,番外乖，一股大家都好好的的错觉,番 外乖 ， 一股 大家 都 好好 的 的 错觉
83916f02ab2c422f,中国,这回是真的结束了，一直不敢看，果然，看完很空虚。,这回 是 真的 结束 了 ， 一直 不敢 看 ， 果然 ， 看 完 很 空虚 。
0a5d6f8522f04cff,中国,不愧是神作,不愧 是 神作
8ebb61b7f9024d29,中国,准备大哭一场结果无事发生。第一季勉强，第二季还行，第三季高潮。第四季15集把尤弥尔的秘密讲清楚就可以结束了。后面全是渣渣。,准备 大哭 一场 结果 无 事 发生 。 第一季 勉强 ， 第二季 还 行 ， 第三季 高潮 。 第四季 15 集把 尤弥尔 的 秘密 讲清楚 就 可以 结束 了 。 后面 全是 渣 渣 。
0f1cc6216c29436f,中国,看到完结篇 百感交集 艾伦最后也没实现所谓的自由 战争仍在持续 但还是会觉得怅然若失 毕竟看了这么久 最后结尾是这般模样 很是伤神,看到 完结篇   百感交集   艾伦 最后 也 没 实现 所谓 的 自由   战争 仍 在 持续   但 还是 会 觉得 怅然若失   毕竟 看 了 这么久   最后 结尾 是 这般 模样   很 是 伤神
94c30e3edcac410e,中国,毁天灭地，巨人乱战，人类犹如蝼蚁。 探讨人性纷争,毁天灭 地 ， 巨人 乱战 ， 人类 犹如 蝼蚁 。   探讨 人性 纷争
bc8d9536d074405b,中国,250209 isquare英皇 离港前一定要挤时间看的电影。大概一辈子都忘不了巨人了。心臓を捧げよ！,250209   isquare 英皇   离港 前 一定 要 挤时间 看 的 电影 。 大概 一辈子 都 忘不了 巨人 了 。 心 臓 を 捧 げ よ ！
071555bc958244b3,中国,大结局前后篇的总集。结尾的彩蛋很暖心??,大结局 前后 篇 的 总集 。 结尾 的 彩蛋 很暖心 ? ?
35e46edea4a94752,中国,我直接五星,我 直接 五星
432b16f507644f38,中国,怎么说呢 也是从第一季第一集刚出就看了，也懒得骂了，但是最后的彩蛋我很不理解，这和梦结局有什么区别啊？这对故事中伟大的牺牲是亵渎。,怎么 说 呢   也 是从 第一季 第一集 刚出 就 看 了 ， 也 懒得 骂 了 ， 但是 最后 的 彩蛋 我 很 不 理解 ， 这 和 梦 结局 有 什么 区别 啊 ？ 这 对 故事 中 伟大 的 牺牲 是 亵渎 。
8adf2c7fd110422e,中国,抱头痛哭,抱头痛哭
e80ca1e0993c4c15,中国,三星半，最后半星致敬情怀和当年追剧的日子。结局崩坏的还是很严重，跟饥饿游戏，权力的游戏，盗墓笔记差不多，结局是对鲁鲁修2拙劣的模仿。估计作者被各种政治和舆论压力逼着改了结局。或许不完美 才是大部分神作的归宿。相较之下，鲁鲁修和三体这种保持到最后的神作实属不易。 2024/12/15 T-JOY UMEDA,三星 半 ， 最后 半星 致敬 情怀 和 当年 追剧 的 日子 。 结局 崩坏 的 还是 很 严重 ， 跟 饥饿 游戏 ， 权力 的 游戏 ， 盗墓 笔记 差不多 ， 结局 是 对 鲁鲁修 2 拙劣 的 模仿 。 估计 作者 被 各种 政治 和 舆论压力 逼 着 改 了 结局 。 或许 不 完美   才 是 大部分 神作 的 归宿 。 相 较 之下 ， 鲁鲁修 和 三体 这种 保持 到 最后 的 神作 实属 不易 。   2024 / 12 / 15   T - JOY   UMEDA
5b3490cecb6a410c,中国,無論再看多少次都會哭成豬頭。,無論 再 看 多少 次 都 會 哭成 豬頭 。
3fd34343b9b44fab,中国,真不愧是神作，即使是已经看过剧版，仍觉得这部影版非常优秀,真不愧是 神作 ， 即使 是 已经 看过 剧版 ， 仍 觉得 这部 影版 非常 优秀
3f34e5c7249846d4,中国,MX4D有爽到,MX4D 有爽 到
55ae6db204c244cb,中国,韩吉...吼猴...哭得停不下来，总集篇是来影院上香的心情。看到彩蛋差点以为是剧组pa的胜利，但是发生过的果然就没法抹除啊。眼看墓碑变成碎石，不毛的荒地建起高楼又坍塌，被循环困住然后在挣脱的同时落入另一个循环；历史是人类不知反省的罪证，追逐自由幻影终被自由所困。,韩吉 ... 吼 猴 ... 哭 得 停不下来 ， 总集 篇 是 来 影院 上香 的 心情 。 看到 彩蛋 差点 以为 是 剧组 pa 的 胜利 ， 但是 发生 过 的 果然 就 没法 抹除 啊 。 眼看 墓碑 变成 碎石 ， 不毛 的 荒地 建起 高楼 又 坍塌 ， 被 循环 困住 然后 在 挣脱 的 同时 落入 另 一个 循环 ； 历史 是 人类 不知 反省 的 罪证 ， 追逐 自由 幻影 终 被 自由 所困 。
86d07d711112433c,中国,竟然还不错 可见Mappa功力深厚 兵长残了我哭死,竟然 还 不错   可见 Mappa 功力 深厚   兵长 残 了 我 哭 死
9777acc7a333458a,中国,上次看大结局的时候还在笑着感叹人类的争斗永不止息，这次竟然有些泪目。想到的是反而是他通过自我牺牲为人类带来了长久的和平，哪怕最后人类仍会走向同归于尽。而彩蛋的彩蛋，艾伦说道：“很高兴和你们一起看电影，开心到，下次还想！”去爱吧，去爱啊哪怕最后是砍下对方的头颅！,上次 看 大结局 的 时候 还 在 笑 着 感叹 人类 的 争斗 永不 止息 ， 这次 竟然 有些 泪目 。 想到 的 是 反而 是 他 通过 自我牺牲 为 人类 带来 了 长久 的 和平 ， 哪怕 最后 人类 仍会 走向 同归于尽 。 而 彩蛋 的 彩蛋 ， 艾伦 说道 ： “ 很 高兴 和 你们 一起 看 电影 ， 开心 到 ， 下次 还 想 ！ ” 去 爱 吧 ， 去 爱 啊 哪怕 最后 是 砍 下 对方 的 头颅 ！
08133fd3e13046bd,中国,最后的天地之战，悲壮而惨烈，尽管不少人诟病于巨人后期有烂尾之嫌，我是觉得这部跨世纪的神作以这样的方式结尾，已经很好了。最后三笠的那句：艾伦 谢谢你为我围上这条围巾，瞬间都泪崩！,最后 的 天地 之战 ， 悲壮 而 惨烈 ， 尽管 不少 人 诟病 于 巨人 后期 有 烂尾 之 嫌 ， 我 是 觉得 这部 跨世纪 的 神作 以 这样 的 方式 结尾 ， 已经 很 好 了 。 最后 三笠 的 那句 ： 艾伦   谢谢 你 为 我围 上 这条 围巾 ， 瞬间 都 泪崩 ！
7ad5e6a85e904412,中国,永远的种群竞争矛盾,永远 的 种群 竞争 矛盾
a0deec94b1eb42d8,中国,永远的神作，在我心目中无可撼动的地位！！！,永远 的 神作 ， 在 我 心目 中 无可 撼动 的 地位 ！ ！ ！
34b458b85b5d45d6,中国,跟朋友在HK看的，艾尔文限时返场两次均泪目。好几处蒙太奇都喜欢。,跟 朋友 在 HK 看 的 ， 艾尔文 限时 返场 两次 均 泪目 。 好几处 蒙太奇 都 喜欢 。
8e3391710e594c4e,中国,虽然但是 塔塔开！,虽然 但是   塔塔开 ！
